,precision,recall,f1-score
mean_true_class,0.7748336004906695,0.2614613463854892,0.3257042640683931
mean_false_class,0.4039066019222322,0.9902869451708942,0.486225419275014
mean_weighted,0.9104073675226859,0.5047148949059914,0.5124911066918256
