,precision,recall,f1-score,support
False,0.027643400138217002,1.0,0.05379959650302622,40.0
True,1.0,0.30518518518518517,0.4676503972758229,2025.0
accuracy,0.31864406779661014,0.31864406779661014,0.31864406779661014,0.31864406779661014
macro avg,0.5138217000691085,0.6525925925925926,0.2607249968894246,2065.0
weighted avg,0.9811650053295538,0.31864406779661014,0.4596339168734443,2065.0
