,precision,recall,f1-score,support
False,1.0,0.7752570010634526,0.873402555910543,2821.0
True,0.0,1.0,0.0,0.0
accuracy,0.7752570010634526,0.7752570010634526,0.7752570010634526,0.7752570010634526
macro avg,0.5,0.8876285005317264,0.4367012779552715,2821.0
weighted avg,1.0,0.7752570010634526,0.873402555910543,2821.0
