,precision,recall,f1-score,support
False,0.6671087533156499,1.0,0.8003182179793159,503.0
True,1.0,0.27873563218390807,0.4359550561797753,348.0
accuracy,0.7050528789659224,0.7050528789659224,0.7050528789659224,0.7050528789659224
macro avg,0.833554376657825,0.639367816091954,0.6181366370795456,851.0
weighted avg,0.8032381937929165,0.7050528789659224,0.6513189461740984,851.0
