,precision,recall,f1-score
mean_true_class,0.9962146292022893,0.24092649297181945,0.3567237177891925
mean_false_class,0.23359420247144141,0.9982638542247025,0.3454861547899741
mean_weighted,0.8848094725291676,0.373956932455542,0.3792563243258746
