,precision,recall,f1-score
mean_true_class,0.9996549344375432,0.18754220557083282,0.2860559045327184
mean_false_class,0.21821483145961793,0.9997263273125343,0.3282676715984652
mean_weighted,0.8835963571999879,0.33240882986317316,0.3202831595419798
