,precision,recall,f1-score
mean_true_class,0.9983758255005994,0.21446493636973876,0.3225107989538558
mean_false_class,0.22565543997802093,0.9993327599238929,0.33688885150118764
mean_weighted,0.8843531399847305,0.3537514602368401,0.3508912846472287
