,precision,recall,f1-score,support
False,0.32275390625,1.0,0.4880029531192322,661.0
True,1.0,0.26262626262626265,0.4160000000000001,1881.0
accuracy,0.45436664044059794,0.45436664044059794,0.45436664044059794,0.45436664044059794
macro avg,0.661376953125,0.6313131313131313,0.45200147655961614,2542.0
weighted avg,0.8238947018218922,0.45436664044059794,0.43472303383627564,2542.0
