,precision,recall,f1-score,support
False,0.04792332268370607,1.0,0.09146341463414633,45.0
True,1.0,0.0033444816053511705,0.006666666666666666,897.0
accuracy,0.050955414012738856,0.050955414012738856,0.050955414012738856,0.050955414012738856
macro avg,0.5239616613418531,0.5016722408026756,0.0490650406504065,942.0
weighted avg,0.9545186300645083,0.050955414012738856,0.010717466728807414,942.0
