,precision,recall,f1-score,support
False,0.12700773349196906,1.0,0.22538928477170758,427.0
True,1.0,0.1709039548022599,0.29191797346200243,3540.0
accuracy,0.2601462062011596,0.2601462062011596,0.2601462062011596,0.2601462062011596
macro avg,0.5635038667459845,0.58545197740113,0.258653629116855,3967.0
weighted avg,0.9060328465341747,0.2601462062011596,0.2847569575631479,3967.0
