,precision,recall,f1-score
mean_true_class,0.9858127308679174,0.31895326201758706,0.4496479879969154
mean_false_class,0.2549996476538704,0.989510894980232,0.3673298283124061
mean_weighted,0.8837303518467332,0.4321462476755405,0.45775298240919005
