,precision,recall,f1-score,support
False,0.24110671936758893,0.1079646017699115,0.1491442542787286,1130.0
True,0.6651162790697674,0.8390611902766136,0.7420311341734618,2386.0
accuracy,0.6040955631399317,0.6040955631399317,0.6040955631399317,0.6040955631399317
macro avg,0.4531114992186782,0.4735128960232626,0.4455876942260952,3516.0
weighted avg,0.5288447197798182,0.6040955631399317,0.5514844406919349,3516.0
