,precision,recall,f1-score
mean_true_class,0.8794880192500226,0.7004438387983659,0.7186870953257641
mean_false_class,0.42568886920837795,0.7398773020237812,0.46623580067856163
mean_weighted,0.875414976167137,0.7442926938443051,0.7673884949808901
