,precision,recall,f1-score
mean_true_class,0.7667432351194913,0.3221488334210862,0.4105481629537054
mean_false_class,0.4205552815085658,0.9834134427538147,0.5031732423150186
mean_weighted,0.9095680514363482,0.5499076059612769,0.5735023621680727
