,precision,recall,f1-score
mean_true_class,0.8796567639630015,0.7241052134992958,0.7336887582035689
mean_false_class,0.429859633197635,0.7309312058807407,0.46551533116551436
mean_weighted,0.8763074842777016,0.758284707617289,0.7772259603519528
