,precision,recall,f1-score
mean_true_class,0.8745804021711329,0.26754297526684956,0.30943197669066885
mean_false_class,0.36901787182333545,0.8989595665388196,0.4386220004046096
mean_weighted,0.8561135753407141,0.48670206691255774,0.4863395794186885
