,precision,recall,f1-score
mean_true_class,0.8771866062800896,0.7050850785614227,0.7045252075561469
mean_false_class,0.4769468121945866,0.7802441478181573,0.5130774558661947
mean_weighted,0.8896006356995357,0.7619365307435295,0.7781544253034659
