,precision,recall,f1-score,support
False,0.41544117647058826,1.0,0.587012987012987,113.0
True,1.0,0.7754237288135594,0.8735083532219571,708.0
accuracy,0.8063337393422655,0.8063337393422655,0.8063337393422655,0.8063337393422655
macro avg,0.7077205882352942,0.8877118644067796,0.7302606701174721,821.0
weighted avg,0.9195430608296912,0.8063337393422655,0.8340759824769953,821.0
