,precision,recall,f1-score,support
False,0.7575301204819277,1.0,0.8620394173093402,503.0
True,1.0,0.5373563218390804,0.6990654205607476,348.0
accuracy,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109
macro avg,0.8787650602409638,0.7686781609195402,0.7805524189350439,851.0
weighted avg,0.8566834907196353,0.8108108108108109,0.7953943516589169,851.0
