,precision,recall,f1-score
mean_true_class,0.7644295815415033,0.364970869745917,0.463079726607539
mean_false_class,0.4337000460279696,0.9772596484473717,0.5158425198415977
mean_weighted,0.9111970601714342,0.5817014531590361,0.6120199159061422
