,precision,recall,f1-score,support
False,0.46979388770433544,1.0,0.6392649903288201,661.0
True,1.0,0.6034024455077087,0.7526525198938993,1881.0
accuracy,0.7065302911093627,0.7065302911093627,0.7065302911093627,0.7065302911093627
macro avg,0.7348969438521677,0.8017012227538544,0.6959587551113597,2542.0
weighted avg,0.8621297245368079,0.7065302911093627,0.7231681937560088,2542.0
