,precision,recall,f1-score,support
False,0.0986024844720497,1.0,0.1795053003533569,254.0
True,1.0,0.31382978723404253,0.47773279352226716,3384.0
accuracy,0.3617372182517867,0.3617372182517867,0.3617372182517867,0.3617372182517867
macro avg,0.5493012422360248,0.6569148936170213,0.328619046937812,3638.0
weighted avg,0.9370657039735846,0.3617372182517867,0.45691097294367916,3638.0
