,precision,recall,f1-score
mean_true_class,0.8739853654921933,0.30563920745469036,0.35258776160554356
mean_false_class,0.3725510271946812,0.8806775317464748,0.4399788253348493
mean_weighted,0.8569719239240563,0.507117170214156,0.5146561375401512
