,precision,recall,f1-score,support
False,0.037767756482525366,1.0,0.07278652906029331,134.0
True,1.0,0.21786941580756014,0.35778781038374713,4365.0
accuracy,0.24116470326739275,0.24116470326739275,0.24116470326739275,0.24116470326739275
macro avg,0.5188838782412627,0.6089347079037801,0.21528716972202022,4499.0
weighted avg,0.9713404933026581,0.24116470326739275,0.34929921920852086,4499.0
