,precision,recall,f1-score
mean_true_class,0.8776943896982938,0.6238016397310022,0.6655517061890065
mean_false_class,0.4059607677671652,0.7608141645280239,0.45540283399285925
mean_weighted,0.8697701190029016,0.6963182637027058,0.7291947979959708
