,precision,recall,f1-score,support
False,1.0,0.7763204537398086,0.8740770305328278,2821.0
True,0.0,1.0,0.0,0.0
accuracy,0.7763204537398086,0.7763204537398086,0.7763204537398086,0.7763204537398086
macro avg,0.5,0.8881602268699043,0.4370385152664139,2821.0
weighted avg,1.0,0.7763204537398086,0.8740770305328278,2821.0
