,precision,recall,f1-score,support
False,0.28884711779448624,1.0,0.44822557122022366,461.0
True,1.0,0.016464471403812825,0.03239556692242114,1154.0
accuracy,0.29721362229102166,0.29721362229102166,0.29721362229102166,0.29721362229102166
macro avg,0.6444235588972431,0.5082322357019065,0.2403105690713224,1615.0
weighted avg,0.7970021803735344,0.29721362229102166,0.15109379105944093,1615.0
