,precision,recall,f1-score
mean_true_class,0.7775093934514224,0.21994023396249962,0.26118147805161246
mean_false_class,0.39194486891303604,0.9915294566023044,0.47289981405683756
mean_weighted,0.9094638333777681,0.4725047363639125,0.46668963801290464
