,precision,recall,f1-score,support
False,0.025839793281653745,1.0,0.05037783375314862,40.0
True,1.0,0.2553086419753086,0.4067663257277734,2025.0
accuracy,0.26973365617433415,0.26973365617433415,0.26973365617433415,0.26973365617433415
macro avg,0.5129198966408268,0.6276543209876543,0.228572079740461,2065.0
weighted avg,0.9811300686349957,0.26973365617433415,0.39986291668226004,2065.0
