,precision,recall,f1-score,support
False,0.1673219746614242,1.0,0.2866766467065868,383.0
True,1.0,0.18162301416917132,0.3074127906976744,2329.0
accuracy,0.2971976401179941,0.2971976401179941,0.2971976401179941,0.2971976401179941
macro avg,0.5836609873307121,0.5908115070845856,0.2970447187021306,2712.0
weighted avg,0.8824057213478339,0.2971976401179941,0.3044843455838888,2712.0
