,precision,recall,f1-score,support
False,0.6381578947368421,1.0,0.7791164658634538,194.0
True,1.0,0.9523396880415944,0.9755881047492232,2308.0
accuracy,0.95603517186251,0.95603517186251,0.95603517186251,0.95603517186251
macro avg,0.819078947368421,0.9761698440207972,0.8773522853063385,2502.0
weighted avg,0.9719434978333124,0.95603517186251,0.9603540927812619,2502.0
