,precision,recall,f1-score,support
False,0.12055054579971523,1.0,0.21516306649724695,254.0
True,1.0,0.45242316784869974,0.6229908443540182,3384.0
accuracy,0.49065420560747663,0.49065420560747663,0.49065420560747663,0.49065420560747663
macro avg,0.5602752728998576,0.7262115839243499,0.41907695542563256,3638.0
weighted avg,0.9385980864851917,0.49065420560747663,0.5945168873513739,3638.0
