,precision,recall,f1-score,support
False,0.13564167725540024,1.0,0.23888111888111885,427.0
True,1.0,0.23135593220338982,0.37577426015141085,3540.0
accuracy,0.3140912528358961,0.3140912528358961,0.3140912528358961,0.3140912528358961
macro avg,0.5678208386277002,0.6156779661016949,0.3073276895162649,3967.0
weighted avg,0.9069621870905107,0.3140912528358961,0.36103935434792844,3967.0
