,precision,recall,f1
count,22.0,22.0,22.0
mean,0.8024341853930352,0.5085615909121834,0.574444784690641
std,0.21931560518685458,0.21687652988235517,0.1818191579949977
min,0.0895140664961636,0.2089787345760042,0.1545253863134658
25%,0.6932856179499755,0.35250837469459256,0.48415187125613734
50%,0.8602442084646693,0.4380131362889983,0.5238463129566838
75%,0.9708953777903739,0.6430708453633851,0.7138736003678261
max,1.0,0.9519064124783362,0.9350925728878484
