,precision,recall,f1-score,support
False,0.35646687697160884,1.0,0.5255813953488372,1130.0
True,1.0,0.14501257334450965,0.253294289897511,2386.0
accuracy,0.4197952218430034,0.4197952218430034,0.4197952218430034,0.4197952218430034
macro avg,0.6782334384858044,0.5725062866722548,0.3894378426231741,3516.0
weighted avg,0.7931762147263702,0.4197952218430034,0.3408040820363047,3516.0
