,precision,recall,f1-score,support
False,0.19964664310954064,1.0,0.3328424153166421,113.0
True,1.0,0.3601694915254237,0.529595015576324,708.0
accuracy,0.4482338611449452,0.4482338611449452,0.4482338611449452,0.4482338611449452
macro avg,0.5998233215547704,0.6800847457627118,0.43121871544648305,821.0
weighted avg,0.8898417425960756,0.4482338611449452,0.5025145724224336,821.0
