,precision,recall,f1-score,support
False,0.18344155844155843,1.0,0.31001371742112477,113.0
True,1.0,0.2895480225988701,0.4490690032858708,708.0
accuracy,0.3873325213154689,0.3873325213154689,0.3873325213154689,0.3873325213154689
macro avg,0.5917207792207793,0.644774011299435,0.3795413603534978,821.0
weighted avg,0.8876113229036493,0.3873325213154689,0.4299298470097242,821.0
