,precision,recall,f1-score
mean_true_class,0.7650349746144641,0.4556310363412581,0.5568515074929309
mean_false_class,0.47808385811630305,0.9675614575632611,0.5579823228770825
mean_weighted,0.9207698156421515,0.6517633387958142,0.6847489842514483
