,precision,recall,f1-score
mean_true_class,0.8248874443874239,0.789001298732037,0.7673282574527605
mean_false_class,0.19212000477810215,0.441311996243479,0.16443573654855265
mean_weighted,0.750145556111955,0.6734899129051266,0.6676429743947893
