,precision,recall,f1-score,support
False,0.12901720229363914,0.56282722513089,0.20991538294640918,3438.0
True,0.7342644978783592,0.24122908921933087,0.3631514515564883,17216.0
accuracy,0.2947613053161615,0.2947613053161615,0.2947613053161615,0.2947613053161615
macro avg,0.4316408500859992,0.4020281571751104,0.28653341725144876,20654.0
weighted avg,0.6335169331344711,0.2947613053161615,0.3376442566363057,20654.0
