,precision,recall,f1-score,support
False,0.039889958734525444,0.6444444444444445,0.07512953367875647,45.0
True,0.9255813953488372,0.221850613154961,0.35791366906474825,897.0
accuracy,0.24203821656050956,0.24203821656050956,0.24203821656050956,0.24203821656050956
macro avg,0.4827356770416813,0.43314752879970275,0.21652160137175236,942.0
weighted avg,0.8832712948736313,0.24203821656050956,0.3444048727883474,942.0
