,precision,recall,f1-score
mean_true_class,0.8780025615560793,0.3940886525522867,0.45437379941937267
mean_false_class,0.37953725606891014,0.840615924529735,0.4418322031818705
mean_weighted,0.8615719290603301,0.5550332478198372,0.5814205094621129
