,precision,recall,f1-score,support
False,0.19686411149825783,1.0,0.32896652110625907,113.0
True,1.0,0.3488700564971751,0.5172774869109947,708.0
accuracy,0.438489646772229,0.438489646772229,0.438489646772229,0.438489646772229
macro avg,0.5984320557491289,0.6744350282485876,0.4231220040086269,821.0
weighted avg,0.8894587632147419,0.438489646772229,0.4913589252350689,821.0
