,precision,recall,f1-score
mean_true_class,0.818359077120869,0.7250013426079301,0.7262126924339344
mean_false_class,0.14204392605630572,0.46478859054627925,0.16759959475122535
mean_weighted,0.7221966168230536,0.6275221882712497,0.6355156300344924
