,precision,recall,f1-score,support
False,0.11385883565172591,0.32140779522978474,0.16815034619188923,3438.0
True,0.7869211800164398,0.5004646840148699,0.6118231848038346,17216.0
accuracy,0.47065943642877894,0.47065943642877894,0.47065943642877894,0.47065943642877894
macro avg,0.4503900078340829,0.4109362396223273,0.38998676549786193,20654.0
weighted avg,0.6748853351473643,0.47065943642877894,0.5379707969299182,20654.0
