,precision,recall,f1-score,support
False,0.7732558139534884,0.9803439803439803,0.8645720476706393,407.0
True,0.9938931297709923,0.9175475687103594,0.9541956760718211,1419.0
accuracy,0.9315443592552026,0.9315443592552026,0.9315443592552026,0.9315443592552026
macro avg,0.8835744718622404,0.9489457745271699,0.9093838618712302,1826.0
weighted avg,0.94471493287191,0.9315443592552026,0.934219325163124,1826.0
