,precision,recall,f1-score,support
False,0.45242984257357977,1.0,0.6229971724787936,661.0
True,1.0,0.5746943115364168,0.7299122214719784,1881.0
accuracy,0.6852871754523997,0.6852871754523997,0.6852871754523997,0.6852871754523997
macro avg,0.7262149212867899,0.7873471557682084,0.676454696975386,2542.0
weighted avg,0.8576145263340426,0.6852871754523997,0.7021109439800448,2542.0
