,precision,recall,f1-score,support
False,0.0,0.0,0.0,194.0
True,0.9199009083402147,0.9653379549393414,0.9420718816067654,2308.0
accuracy,0.8904876099120703,0.8904876099120703,0.8904876099120703,0.8904876099120703
macro avg,0.4599504541701073,0.4826689774696707,0.4710359408033827,2502.0
weighted avg,0.8485736596519646,0.8904876099120703,0.8690255406668322,2502.0
