,precision,recall,f1-score,support
False,0.04923413566739606,1.0,0.09384775808133473,45.0
True,1.0,0.03121516164994426,0.06054054054054054,897.0
accuracy,0.07749469214437367,0.07749469214437367,0.07749469214437367,0.07749469214437367
macro avg,0.524617067833698,0.5156075808249722,0.07719414931093764,942.0
weighted avg,0.9545812485191432,0.07749469214437367,0.062131649658731344,942.0
