,precision,recall,f1-score
mean_true_class,0.9828380334105042,0.37401016586379804,0.5071825577130189
mean_false_class,0.271900059178818,0.9816663945339389,0.38366186890203735
mean_weighted,0.8858247916489868,0.4730915720203645,0.5073185209850232
