,precision,recall,f1-score,support
False,0.4789855072463768,1.0,0.6477217050465458,661.0
True,1.0,0.6177565124933546,0.7637200131449228,1881.0
accuracy,0.7171518489378442,0.7171518489378442,0.7171518489378442,0.7171518489378442
macro avg,0.7394927536231883,0.8088782562466773,0.7057208590957342,2542.0
weighted avg,0.8645198348897934,0.7171518489378442,0.7335568024238264,2542.0
