,precision,recall,f1-score
mean_true_class,0.8161742355235977,0.5487976724211672,0.5888614356862195
mean_false_class,0.16915485908192196,0.5716722242607806,0.19808973856909376
mean_weighted,0.7355814872813119,0.5070959262702245,0.531891946468505
