video,precision,recall,f1
Robbery102_x264.mp4,0.76875,0.9534883720930233,0.8512110726643598
VIRAT_S_000001_resized.mp4_0.1,0.8230921704658077,0.6753601301115242,0.7419437176951057
Stealing101_x264.mp4_0.0,0.7317073170731707,0.9569377990430622,0.8293020041465101
Stealing112_x264.mp4_1.7000000000000002,0.9815873015873016,0.7634567901234568,0.8588888888888889
Robbery106_x264.mp4,0.9136490250696379,0.8921124206708976,0.9027522935779816
Stealing036_x264.mp4,0.9217426381605486,0.9900346620450606,0.9546688949237518
Stealing108_x264.mp4,1.0,0.627332324760464,0.7709947319491789
VIRAT_S_000207_02_000498_000530_resized.mp4,0.9564643799472295,0.8082497212931996,0.8761329305135952
Stealing107_x264.mp4,0.976998491704374,0.5935853379152348,0.738492233148069
Robbery004_x264.mp4,0.7839195979899497,0.896551724137931,0.8364611260053619
Robbery096_x264.mp4_88.5,0.1111111111111111,0.7580645161290323,0.1938144329896907
VIRAT_S_050201_05_000890_000944_resized.mp4_0.1,0.6705202312138728,0.6031195840554593,0.6350364963503649
Robbery046_x264.mp4,0.38968481375358166,0.7816091954022989,0.5200764818355641
Robbery063_x264.mp4,0.7972620599739244,0.7596273291925466,0.7779898218829516
Stealing002_x264.mp4,0.6605409153952844,0.7984073763621123,0.7229601518026566
VIRAT_S_000206_09_001714_001851_resized.mp4,1.0,0.646363875032817,0.7852017222133632
Burglary001_x264.mp4_0.0,0.9258510279743849,0.7759887005649717,0.8443214999231596
Stealing012_x264.mp4,0.8760330578512396,0.7282095319879777,0.7953106682297774
Stealing047_x264.mp4,0.5035742652899127,0.8793342579750347,0.6404040404040405
Robbery013_x264.mp4,0.9352253756260434,0.8277186761229315,0.8781940743063176
Stealing097_x264.mp4,0.7127468581687613,0.9577804583835947,0.8172928461142563
Robbery061_x264.mp4_77.7,1.0,0.6497175141242938,0.7876712328767124
