,precision,recall,f1
count,21.0,21.0,21.0
mean,0.9983758255005994,0.21446493636973868,0.32251079895385576
std,0.005756785049547405,0.18851599111175465,0.213543016783998
min,0.9746835443037974,0.0033444816053511705,0.006666666666666666
25%,1.0,0.14501257334450965,0.253294289897511
50%,1.0,0.1942098914354644,0.32525252525252524
75%,1.0,0.2725988700564972,0.4284128745837958
max,1.0,0.8973136915077989,0.9458780543503083
