,precision,recall,f1-score,support
False,0.1125886524822695,1.0,0.20239043824701194,254.0
True,1.0,0.4083924349881797,0.5799412505245488,3384.0
accuracy,0.4496976360637713,0.4496976360637713,0.4496976360637713,0.4496976360637713
macro avg,0.5562943262411347,0.7041962174940899,0.3911658443857804,3638.0
weighted avg,0.9380421983866125,0.4496976360637713,0.5535811883149572,3638.0
