,precision,recall,f1-score,support
False,0.36311787072243346,1.0,0.5327754532775454,3438.0
True,1.0,0.6497444237918215,0.7876910076755158,17216.0
accuracy,0.7080468674348794,0.7080468674348794,0.7080468674348794,0.7080468674348794
macro avg,0.6815589353612167,0.8248722118959108,0.6602332304765306,20654.0
weighted avg,0.8939866001522091,0.7080468674348794,0.7452585647579104,20654.0
