video,precision,recall,f1
Robbery102_x264.mp4,0.7148997134670487,0.7033121916842847,0.7090586145648313
VIRAT_S_000001_resized.mp4_0.1,0.7609543473273687,0.1926696096654275,0.3074855156431054
Stealing101_x264.mp4_0.0,0.967032967032967,0.2807017543859649,0.4351050679851668
Stealing112_x264.mp4_1.7000000000000002,0.9779411764705882,0.5254320987654321,0.6835849662704786
Robbery106_x264.mp4,0.988950276243094,0.16228467815049863,0.27881619937694696
Stealing036_x264.mp4,0.9156468531468531,0.9077123050259965,0.9116623150565709
Stealing108_x264.mp4,1.0,0.05194150277357539,0.09875359539789069
VIRAT_S_000207_02_000498_000530_resized.mp4,0.8461538461538461,0.06131549609810479,0.11434511434511434
Stealing107_x264.mp4,0.9960513326752222,0.2311569301260023,0.3752324284120491
Robbery004_x264.mp4,0.9863636363636363,0.1781609195402299,0.30180806675938804
Robbery096_x264.mp4_88.5,0.08333333333333333,0.45161290322580644,0.1407035175879397
VIRAT_S_050201_05_000890_000944_resized.mp4_0.1,0.6213991769547325,0.13084922010398614,0.21617752326413744
Robbery098_x264.mp4_86.9,0.0,0.0,0.0
Robbery046_x264.mp4,0.9583333333333334,0.26436781609195403,0.4144144144144144
Robbery063_x264.mp4,0.7767253044654939,0.3565217391304348,0.4887186036611324
Stealing002_x264.mp4,0.5998315080033698,0.29840737636211234,0.3985446403582424
VIRAT_S_000206_09_001714_001851_resized.mp4,1.0,0.040955631399317405,0.07868852459016394
Burglary001_x264.mp4_0.0,0.994088669950739,0.28502824858757064,0.4430296377607026
Stealing012_x264.mp4,1.0,0.20910261914984973,0.3458806818181818
Stealing047_x264.mp4,0.9583333333333334,0.22330097087378642,0.36220472440944884
Robbery013_x264.mp4,0.9338235294117647,0.675531914893617,0.7839506172839505
Stealing097_x264.mp4,0.6388261851015802,0.6827503015681544,0.6600583090379009
Robbery061_x264.mp4_77.7,1.0,0.2725988700564972,0.4284128745837958
