,precision,recall,f1-score
mean_true_class,0.813445301805085,0.6665854673276143,0.6839554453905349
mean_false_class,0.1351138876004877,0.48820603963457126,0.16839892903041967
mean_weighted,0.7168793169189845,0.5859194419690494,0.6016067042244856
