,precision,recall,f1-score,support
False,0.6296691568836713,0.9365079365079365,0.7530312699425654,630.0
True,0.9033816425120773,0.5187239944521498,0.6590308370044052,721.0
accuracy,0.7135455218356773,0.7135455218356773,0.7135455218356773,0.7135455218356773
macro avg,0.7665253996978743,0.7276159654800431,0.7060310534734853,1351.0
weighted avg,0.7757436958459812,0.7135455218356773,0.7028652357838582,1351.0
