,precision,recall,f1-score,support
False,0.03317652884377321,1.0,0.06422238197939131,134.0
True,1.0,0.10538373424971363,0.19067357512953367,4365.0
accuracy,0.13202933985330073,0.13202933985330073,0.13202933985330073,0.13202933985330073
macro avg,0.5165882644218867,0.5526918671248569,0.1274479785544625,4499.0
weighted avg,0.9712037463580943,0.13202933985330073,0.18690730265073416,4499.0
