,precision,recall,f1-score,support
False,0.4110696517412935,1.0,0.5826355222565006,661.0
True,1.0,0.4965443912812334,0.6635879218472469,1881.0
accuracy,0.6274586939417781,0.6274586939417781,0.6274586939417781,0.6274586939417781
macro avg,0.7055348258706468,0.7482721956406166,0.6231117220518738,2542.0
weighted avg,0.8468595750594,0.6274586939417781,0.64253775027782,2542.0
