,precision,recall,f1-score
mean_true_class,0.9836163959328824,0.49057323720066526,0.6098849843970194
mean_false_class,0.32896496043524664,0.9693979925962996,0.43794911540920606
mean_weighted,0.8981326201113374,0.5633718398952964,0.6009348228905335
