,precision,recall,f1-score,support
False,0.5275339185953711,1.0,0.690700104493208,661.0
True,1.0,0.6852737905369485,0.813249211356467,1881.0
accuracy,0.7671125098347757,0.7671125098347757,0.7671125098347757,0.7671125098347757
macro avg,0.7637669592976856,0.8426368952684742,0.7519746579248374,2542.0
weighted avg,0.8771439497212984,0.7671125098347757,0.781382586794463,2542.0
