,precision,recall,f1-score
mean_true_class,0.8765767964099193,0.45667183824731167,0.5197453713419352
mean_false_class,0.3838529324973647,0.8108451633226944,0.44265751997730723
mean_weighted,0.8621569726381186,0.5910300685139709,0.6254362072563558
